Reference,ep-headnote,ep-headnote-language,ep-catchword,ep-catchword-language,Case Code,Country,Appeal Number,Year
J840018DX1,"[DE] 1. Als ""Übertragungsvertrag"" i.S.v. Regel 20(1) EPÜ können getrennte schriftliche Erklärungen jedenfalls dann nicht angesehen werden, wenn eines der Schreiben (hier: die Annahmeerklärung) nur dem EPA zugegangen ist (siehe Gründe Nr. 5.1). 2. Zu den Entscheidungen über ""Eintragungen und Löschungen von Angaben im europäischen Patentregister"", die nach Artikel 20 EPÜ der Rechtsabteilung vorbehalten sind, gehören jedenfalls Entscheidungen im Rahmen der Anwendung der Regeln 20, 21, 22 und 61 EPÜ. Eintragungsanträge sind der Rechtsabteilung vorzulegen, sobald mit der Notwendigkeit einer Entscheidung gerechnet werden muss, die einen Beteiligten i.S.v. Artikel 107, Satz 1 EPÜ beschwert (siehe Gründe Nr. 2). Entsprechendes gilt für Entscheidungen im Rahmen der Anwendung von Regel 19 EPÜ (siehe Gründe Nr. 6.3 und 6.4).",DE,,None,J,EP,0018,1984
J840018EP1,"[EN] 1. Separate written declarations cannot be regarded as an ""instrument of transfer"" within the meaning of Rule 20(1) EPC if one (in the present case the declaration of acceptance) is sent only to the EPO (see Reasons, point 5.1). 2. The ""decisions in respect of entries in the Register of European Patents"" reserved under Article 20 EPC for the Legal Division include any applying Rules 20, 21, 22 and 61 EPC. Requests for entries must be submitted to the Legal Division once an adverse decision within the meaning of Article 107, 1st sentence, EPC seems likely (see Reasons, point 2). This applies mutatis mutandis to decisions applying Rule 19 EPC (see Reasons, points 6.3 and 6.4).",EN,,None,J,EP,0018,1984
J840018FP1,"[FR] 1. Des déclarations écrites séparées ne peuvent en tout état de cause être considérées comme un ""acte de transfert"" aus sens où l'entend la règle 20(1) CBE, si l'un des écrits (en l'espèce la déclaration d'acceptation) n'a été transmis qu'à l'OEB (cf. point 5.1 des Motifs de la décision). 2. Les décisions rendues en application des règles 20, 21, 22 et 61 CBE doivent en tout état de cause être considérées comme des décisions relatives aux ""mentions à porter sur le Registre européen des brevets"", relevant de la compétence de la division juridique en vertu de l'article 20 CBE. Les requêtes en inscription doivent être soumises à la division juridique, dès qu'il y a lieu de penser qu'il devra être rendu une décision qui ne fera pas droit aux prétentions d'une partie, au sens où l'entend l'article 107, 1re phrase CBE (cf. point 2 des motifs de la présente décision). Il en va de même des décisions rendues en application de la règle 19 CBE (cf. points 6.3 et 6.4 des motifs de la présente décision).",FR,,None,J,EP,0018,1984
J840020DP1,"[DE] Das europäische Patentübereinkommen und seine Ausführungsordnung in ihrer geltenden Fassung schliessen die Begründung eines Anmeldetages nach Artikel 75(1)(b), Satz 2, i.V.m. Artikel 80 EPÜ nicht aus, wenn die europäische Patentanmeldung durch Telekopie bei einer nationalen Behörde für den gewerblichen Rechtsschutz eingereicht wird. Voraussetzung ist allerdings, dass die Behörde der Öffentlichkeit entsprechende technische Möglichkeiten auch zum Zwecke der Einreichung von Patentanmeldungen zur Verfügung stellt.",DE,,None,J,EP,0020,1984
J840020DX1,"[DE] Das europäische Patentübereinkommen und seine Ausführungsordnung in ihrer geltenden Fassung schliessen die Begründung eines Anmeldetages nach Artikel 75(1)(b), Satz 2, i.V.m. Artikel 80 EPÜ nicht aus, wenn die europäische Patentanmeldung durch Telekopie bei einer nationalen Behörde für den gewerblichen Rechtsschutz eingereicht wird. Voraussetzung ist allerdings, dass die Behörde der Öffentlichkeit entsprechende technische Möglichkeiten auch zum Zwecke der Einreichung von Patentanmeldungen zur Verfügung stellt.",DE,,None,J,EP,0020,1984
J840020EP1,"[EN] Nothing in the present version of the European Patent Convention or its Implementing Regulations precludes a date of filing pursuant to Article 75(1)(b), second sentence, in conjunction with Article 80 EPC being accorded to a European patent application filed by telecopier at a national industrial property office, provided the authority concerned makes corresponding technical facilities available to the public which may be used for filing patent applications.",EN,,None,J,EP,0020,1984
J840020FP1,"[FR] La Convention sur le brevet européen et son règlement d'exécution, dans leur version actuelle, n'excluent pas la possibilité d'attribuer une date de dépôt au sens où l'entend l'article 75(1)(b), deuxième phrase en liaison avec l'article 80 CBE, lorsque la demande de brevet européen est déposée par télécopie auprès d'un service national de la propriété industrielle. Néanmoins, cela suppose que ce service mette à la disposition du public des moyens techniques appropriés, susceptibles d'être également utilisés pour le dépôt de demandes de brevet.",FR,,None,J,EP,0020,1984
J840021DP1,"[DE] 1. Ein Fehler bei der Benennung eines Vertragsstaates kann nach Regel 88 EPÜ (entsprechend früheren Entscheidungen) nur berichtigt werden, wenn der Berichtigungsantrag so rechtzeitig gestellt wird, dass in die Veröffentlichung der Anmeldung ein entsprechender Hinweis aufgenommen werden kann, so dass sich Dritte auf die Anmeldung in der eingereichten Fassung verlassen können. 2. Ist die Benennungsgebühr für einen Staat nicht innerhalb der Frist nach Artikel 79(2) und auch nicht mitsamt der Zuschlagsgebühr innerhalb der Nachfrist nach Regel 85a EPÜ entrichtet worden, so kann dieses Versäumnis nicht unter Berufung auf die Berichtigung einer Unrichtigkeit nach Regel 88 Satz 1 EPÜ oder in Verbindung damit nachgeholt werden.",DE,,None,J,EP,0021,1984
J840021EP1,"[EN] 1. A mistake in a designation of a Contracting State may be corrected in accordance with Rule 88 EPC only if a request has been made for correction sufficiently early for a warning to be included in the publication of the application so that third parties can rely on the application as filed (following former Decisions). 2. If the designation fee for a State was paid, neither within the time limit under Article 79(2) nor within the period of grace under Rule 85a EPC together with the surcharge, such failure cannot be corrected on the basis of and in conjunction with the correction of an error according to Rule 88 first sentence EPC.",EN,,None,J,EP,0021,1984
J840021EX1,"[EN] 1. A mistake in a designation of a Contracting State may be corrected in accordance with Rule 88 EPC only if a request has been made for correction sufficiently early for a warning to be included in the publication of the application so that third parties can rely on the application as filed (following former Decisions). 2. If the designation fee for a State was paid, neither within the time limit under Article 79(2) nor within the period of grace under Rule 85a EPC together with the surcharge, such failure cannot be corrected on the basis of and in conjunction with the correction of an error according to Rule 88 first sentence EPC.",EN,,None,J,EP,0021,1984
J840021FP1,"[FR] 1. Une erreur dans la désignation d'un Etat contractant ne peut être corrigée en application de la règle 88 CBE que si une requête en rectification a été présentée suffisamment tôt pour permettre l'insertion d'un avis lors de la publication de la demande, de manière à ce que les tiers puissent se fier au texte de la demande telle que déposée. Ce principe découle de décisions antérieures. 2. Si la taxe de désignation d'un Etat contractant n'a été acquittée ni dans le délai fixé par l'article 79(2) CBE, ni dans le délai supplémentaire prévu à la règle 85bis CBE, moyennant versement d'une surtaxe, il n'est pas possible de remédier à cette irrégularité en invoquant et en effectuant la rectification d'erreurs visée par la règle 88, première phrase de la CBE.",FR,,None,J,EP,0021,1984
J850001DP1,"[DE] Wird eine an das Amt zu entrichtende Gebühr durch Scheck auf ein Bankkonto der Europäischen Patentorganisation eingezahlt, und der Zahlungsbetrag auf dem Konto ""mit dem üblichen Vorbehalt"" gutge- schrieben, bevor der Scheck zur Zahlung vorgelegt wird, so kann das Datum der Gutschrift auf dem Bankkonto als Zahlungstag ange- sehen werden, sofern der Scheck später eingelöst wird.",DE,,None,J,EP,0001,1985
J850001EP1,"[EN] If a fee due to the Office is paid by cheque to a bank account held by the European Patent Organisation and the amount of the payment is entered in the bank account ""under the usual reserve"", before the cheque has been presented for payment, the date of that entry in the bank account can be considered as the date of payment, provided that the cheque is subsequently met.",EN,,None,J,EP,0001,1985
J850001EX1,"[EN] If a fee due to the Office is paid by cheque to a bank account held by the European Patent Organisation and the amount of the payment is entered in the bank account ""under the usual reserve"", before the cheque has been presented for payment, the date of that entry in the bank account can be considered as the date of payment, provided that the cheque is subsequently met.",EN,,None,J,EP,0001,1985
J850001FP1,"[FR] Lorsqu'une taxe due à l'Office fait l'objet d'un paiement par chèque versé à un compte bancaire de l'Organisation européenne des brevets et que son montant est porté au crédit de ce compte ""sous la réserve d'usage"" avant présentation du chèque à l'encaissement, la date de valeur du crédit peut être considérée comme la date de paiement, à condition que le chèque soit honoré par la suite.",FR,,None,J,EP,0001,1985
J850004DP1,"[DE] 1. Ein auf Regel 88 EPÜ gestützter Antrag auf Berichtigung durch Austausch falscher Zeichnungen gegen einen neuen Zeichnungssatz hat zur Folge, dass der ursprüngliche Offenbarungsgehalt der europäischen Patentanmeldung infolge der Rückwirkung der Berichtigung in Frage gestellt wird. Deshalb kann die Mitteilung nach Regel 43 EPÜ erst dann wirksam ergehen, wenn über den Berichtigungsantrag entschieden worden ist. 2. Bei der Anwendung der Regel 88 EPÜ müssen unbedingt alle Tatsachen und Beweismittel berücksichtigt werden, aus denen zum Zeitpunkt der Prüfung des Berichtigungsantrags die Absicht des Anmelders sofort erkennbar ist; die Prüfung darf sich nicht auf die eigentliche Patentanmeldung und die mit ihr zusammen eingereichten Unterlagen beschränken. Die Prioritätsunterlage ist für die Ermittlung der Absicht des Anmelders wichtig und muss berücksichtigt werden, auch wenn sie nicht zusammen mit der europäischen Patentanmeldung eingereicht worden ist. 3. Die technische Prüfung der Akte gehört nicht zum Aufgabenbereich der Eingangsstelle; sie darf daher nicht über einen Berichtigungsantrag entscheiden, der eine solche Prüfung erforderlich macht, sondern muss diese Entscheidung aussetzen, bis die Akte an die Prüfungsabteilung weitergeleitet worden ist. 4. Mit ihrer Entscheidung, dass die Regel 43 EPÜ gegenüber der Regel 88 keine Lex specialis darstellt, ist die Kammer von der Auslegung des Übereinkommens in der früheren Entscheidung J 01/82 abgewichen; da Berichtigungen, die nach Regel 88 vorgenommen werden, rückwirkend sind, hätte nach Ansicht der Kammer die Mitteilung nach Regel 43 erst nach einer Ablehnung der beantragten Berichtigungen ergehen dürfen.",DE,,None,J,EP,0004,1985
J850004EP1,"[EN] 1. A request for correction under Rule 88 EPC with a view to substituting a new set of drawings for incorrect drawings calls into question the initial content of the European patent application owing to the retroactive nature of the correction. Accordingly, the applicant cannot be validly informed in accordance with Rule 43 EPC until a decision on the request for correction has been given. 2. In applying Rule 88 EPC, it is necessary to take account of all the facts and evidence enabling the applicant's intention to be established immediately when the request for correction is examined, and not to limit the examination to the patent application proper and to the documents filed with it. The priority document is an important element in establishing the applicant's intention and must be taken into consideration even if it was not filed with the European patent application. 3. The duties of the Receiving Section do not include a technical examination of the file; it should not, therefore, take a decision on a request for correction necessitating such an examination, but should leave the request in abeyance until the file has been transferred to the Examining Division. 4. In deciding that Rule 43 EPC did not constitute a lex specialis as compared with the dispositions of Rule 88, the Board has departed from the interpretation of the Convention given in a previous decision (J 01/82) since it considered that corrections made under Rule 88 being retroactive, the applicant could not be informed in accordance with Rule 43 unless the requested corrections were refused.",EN,,None,J,EP,0004,1985
J850004FP1,"[FR] 1. Une demande de correction, basée sur la règle 88 de la CBE, visant à substituer à des dessins erronés un nouveau jeu de dessins, a pour effet de remettre en cause le contenu initial de la demande de brevet européen par suite du caractère rétroactif de la correction. De ce fait, la notification prévue par la règle 43 de la CBE ne peut être valablement émise qu'après rendu de la décision sur la demande de correction. 2. Pour l'application de la règle 88 de la CBE, il est indispensable de tenir compte de tous les faits et preuves qui permettent d'établir immédiatement, au moment de l'examen de la demande de correction, l'intention du demandeur et de ne pas limiter l'examen à la demande de brevet proprement dite et aux documents déposés avec elle. Le document de priorité est un élément important pour l'établissement de l'intention du demandeur et doit être pris en considération même s'il n'a pas été déposé avec la demande de brevet européen. 3. Les attributions de la Section de dépôt ne comportent pas un examen technique du dossier; elle ne devrait donc pas statuer sur une demande de correction qui nécessite un tel examen mais laisser la demande de correction en suspens jusqu'au transfert du dossier à la division d'examen. 4. En décidant que la règle 43 de la CBE n'était pas exorbitante des dispositions de la règle 88, la Chambre s'est écartée de l'interprétation de la Convention donnée dans la décision antérieure J 01/82, car elle a estimé que,les corrections effectuées en application de la règle 88 étant rétroactives, la notification de la règle 43 ne pouvait être émise qu'après un éventuel refus des corrections demandées.",FR,,None,J,EP,0004,1985
J850004FX1,"[FR] 1. Une demande de correction, basée sur la règle 88 de la CBE, visant à substituer à des dessins erronés un nouveau jeu de dessins, a pour effet de remettre en cause le contenu initial de la demande de brevet européen par suite du caractère rétroactif de la correction. De ce fait, la notification prévue par la règle 43 de la CBE ne peut être valablement émise qu'après rendu de la décision sur la demande de correction. 2. Pour l'application de la règle 88 de la CBE, il est indispensable de tenir compte de tous les faits et preuves qui permettent d'établir immédiatement, au moment de l'examen de la demande de correction, l'intention du demandeur et de ne pas limiter l'examen à la demande de brevet proprement dite et aux documents déposés avec elle. Le document de priorité est un élément important pour l'établissement de l'intention du demandeur et doit être pris en considération même s'il n'a pas été déposé avec la demande de brevet européen. 3. Les attributions de la Section de dépôt ne comportent pas un examen technique du dossier; elle ne devrait donc pas statuer sur une demande de correction qui nécessite un tel examen mais laisser la demande de correction en suspens jusqu'au transfert du dossier à la division d'examen. 4. En décidant que la règle 43 de la CBE n'était pas exorbitante des dispositions de la règle 88, la Chambre s'est écartée de l'interprétation de la Convention donnée dans la décision antérieure J 01/82, car elle a estimé que,les corrections effectuées en application de la règle 88 étant rétroactives, la notification de la règle 43 ne pouvait être émise qu'après un éventuel refus des corrections demandées.",FR,,None,J,EP,0004,1985
J850011DP1,"[DE] 1. Ist der für mehrere Gebühren gemeinsam entrichtete Betrag zu niedrig, so ist für die Entscheidung der Frage, ob der Fehlbetrag geringfügig im Sinne des Art. 9(1) Satz 4 GebO ist, von dem Gesamtgebührenbetrag auszugehen. 2. Der Anwendung des Art. 9(1) Satz 4 GebO steht nicht entgegen, dass der durch die unvollständige Entrichtung der Gebühren drohende Rechtsnachteil durch die Gewährung einer Wiedereinsetzung oder die fristgerechte Zahlung einer Zuschlagsgebühr beseitigt werden könnte. 3. Ein Fehlbetrag von rund 10% kann in der Regel als geringfügig angesehen werden.",DE,,None,J,EP,0011,1985
J850011DX1,"[DE] 1. Ist der für mehrere Gebühren gemeinsam entrichtete Betrag zu niedrig, so ist für die Entscheidung der Frage, ob der Fehlbetrag geringfügig im Sinne des Art. 9(1) Satz 4 GebO ist, von dem Gesamtgebührenbetrag auszugehen. 2. Der Anwendung des Art. 9(1) Satz 4 GebO steht nicht entgegen, dass der durch die unvollständige Entrichtung der Gebühren drohende Rechtsnachteil durch die Gewährung einer Wiedereinsetzung oder die fristgerechte Zahlung einer Zuschlagsgebühr beseitigt werden könnte. 3. Ein Fehlbetrag von rund 10% kann in der Regel als geringfügig angesehen werden.",DE,,None,J,EP,0011,1985
J850011EP1,"[EN] 1. Where an amount paid jointly in respect of several fees is insufficient, the question of whether the amount lacking is small within the meaning of Article 9(1), fourth sentence, of the Rules relating to Fees, must be resolved by reference to the total fee amount. 2. Application of Article 9(1), fourth sentence, of the Rules relating to Fees is not precluded by dint of the fact that the danger of a legal disadvantage resulting from insufficient payment of fees could be obviated by grant of re-establishment of rights or payment in due time of a surcharge. 3. An underpayment of about 10% may as a rule be considered as a small amount.",EN,,None,J,EP,0011,1985
J850011FP1,"[FR] 1. Si le montant versé pour plusieurs taxes à fois est insuffisant, il convient pour décider si la partie non encore payée est minime au sens où l'entend l'article 9(1), quatrième phrase du règlement relatif aux taxes, de se référer au montant total des taxes. 2. Le demandeur peut faire jouer les dispositions de l'article 9(1), quatrième phrase du règlement relatif aux taxes, même s'il est en mesure par ailleurs de bénéficier de la restitutio in integrum ou d'acquitter une surtaxe dans les délais pour éviter la perte de droits encourue du fait de ce paiement insuffisant. 3. Un montant restant dû de l'ordre de 10% peut normalement être considéré comme minime.",FR,,None,J,EP,0011,1985
J850012DP1,"[DE] 1. Die Beschwerdekammern können nur Beschwerden gegen Entscheidungen anderer Diensstellen des EPÜ prüfen (Artikel 21(1) EPÜ). Daher können Sie einen nach Regel 89 EPÜ gestellten Antrag auf Berichtigung der angefochtenen Entscheidung nicht prüfen. Erst nachdem die Prüfungsabteilung über den Antrag entschieden hat, kann die Angelegenheit an eine Beschwerdekammer verwiesen werden. 2. Ein europäischer Patentanmelder ist durch eine Entscheidung zur Erteilung des Patents nur dann im Sinne des Artikels 107 EPÜ ""beschwert"", wenn die Entscheidung nicht mit dem übereinstimmt, was er ausdrücklich beantragt hat.",DE,,None,J,EP,0012,1985
J850012EP1,"[EN] 1. A Board of Appeal can only examine appeals from decisions of other instances of the EPO (Article 21(1) EPC). Thus it cannot examine a request for a correction, based on Rule 89 EPC, of the decision under appeal. A decision on this request must be first rendered by the Examining Division before the matter can be referred to the Board of Appeal. 2. An applicant for a European patent may only be ""adversely affected"" within the meaning of Article 107 EPC by a decision to grant the patent if such a decision is inconsistent with what he has specifically requested.",EN,,None,J,EP,0012,1985
J850012EX1,"[EN] 1. A Board of Appeal can only examine appeals from decisions of other instances of the EPO (Article 21(1) EPC). Thus it cannot examine a request for a correction, based on Rule 89 EPC, of the decision under appeal. A decision on this request must be first rendered by the Examining Division before the matter can be referred to the Board of Appeal. 2. An applicant for a European patent may only be ""adversely affected"" within the meaning of Article 107 EPC by a decision to grant the patent if such a decision is inconsistent with what he has specifically requested.",EN,,None,J,EP,0012,1985
J850012FP1,"[FR] 1. Une chambre de recours ne peut examiner que les recours formés contre des décisions rendues par d'autres instances de l'OEB (article 21(1) CBE). Par conséquent, elle ne peut être saisie d'une requête en rectification de la décision attaquée, présentée en vertu de la règle 89 CBE. C'est tout d'abord à la division d'examen de statuer sur cette requête, avant que la chambre de recours puisse être saisie de l'affaire. 2. Ce n'est que si la décision de délivrer un brevet européen va à l'encontre de ce que le demandeur a expressément requis qu'elle peut être réputée n'avoir ""pas fait droit"" aux prétentions du demandeur, au sens où l'entend l'article 107 CBE.",FR,,None,J,EP,0012,1985
J850013DP1,"[DE] 1. Es gibt nur eine wirksame Mitteilung nach Regel 51(4) und (5) EPÜ. Eine zweite Mitteilung, kann nur ergehen, wenn die erste nach Regel 51(4) EPÜ als nicht erfolgt gilt. 2. Ob der Gegenstand einer europäischen Teilanmeldung über den Inhalt der Stammanmeldung hinausgeht (Artikel 76(1) EPÜ), muss von der Prüfungsabteilung im Prüfungsverfahren entschieden werden. * Diese Entscheidung bezieht sich auf die Rechtslage vor dem 1. September 1987, d. h. vor dem Inkrafttreten der Änderung der Regel 51 EPÜ (vgl. Beschluß des Verwaltungsrats vom 5. Juni 1987, ABl. EPA 7/1987, 276).",DE,,None,J,EP,0013,1985
J850013EP1,"[EN] 1. There cannot be more than one effective Communication pursuant to Rule 51(4) and (5) EPC. If a second Communication is sent, this can only be because the first is deemed not to have been sent pursuant to Rule 51(4) EPC, last sentence. 2. The question whether the subject-matter of a European divisional application extends beyond the content of the parent application (Article 76(1) EPC) has to be decided in the examination procedure by the Examining Division.",EN,,None,J,EP,0013,1985
J850013EX1,"[EN] 1. There cannot be more than one effective Communication pursuant to Rule 51(4) and (5) EPC. If a second Communication is sent, this can only be because the first is deemed not to have been sent pursuant to Rule 51(4) EPC, last sentence. 2. The question whether the subject-matter of a European divisional application extends beyond the content of the parent application (Article 76(1) EPC) has to be decided in the examination procedure by the Examining Division.",EN,,None,J,EP,0013,1985
J850013FP1,"[FR] 1. Il ne peut y avoir plus d'une seule notification valable, établie conformément à la règle 51(4) et (5) CBE. L'envoi d'une seconde notification implique que la première est réputée n'avoir pas été faite, conformément à la règle 51 (4), dernière phrase CBE. 2. La question de savoir si les éléments d'une demande divisionnaire européenne s'éntendent au-delà du contenu de la demande initiale (Article 76 (1) CBE) doit être tranchée par la Division d'examen au cours de la procédure d'examen.",FR,,None,J,EP,0013,1985
J850014DP1,"[DE] Wird eine europäische Patentanmeldung zurückgenommen nachdem die Zuständigkeit für die Prüfung gemäss den Artikel 16 und 18(1) EPÜ auf die Prüfungsabteilung übergegangen ist, aber noch bevor diese tatsächlich mit der Prüfung begonnen hat, so kann die Prüfungsgebühr nur dann zurückgezahlt werden, wenn die Prüfung aus rechtlichen Gründen nicht in Anspruch genommen werden konnte. Die Rückzahlung ist zwar nach dem EPÜ nicht verboten aber in der Ausführungsordnung und in der Gebührenordnung auch nicht ausdrücklich vorgesehen.",DE,,None,J,EP,0014,1985
J850014EP1,"[EN] If a European patent application is withdrawn after responsibility for examination has passed to an Examining Division in accordance with Articles 16 and 18(1) EPC but before examination has in fact been commenced by the Division, the examination fee cannot be repaid unless there is some legal impediment to commencement of examination. The EPC does not prohibit repayment but there is no provision in the Implementing Regulations or the Rules relating to Fees which allows it.",EN,,None,J,EP,0014,1985
J850014EX1,"[EN] If a European patent application is withdrawn after responsibility for examination has passed to an Examining Division in accordance with Articles 16 and 18(1) EPC but before examination has in fact been commenced by the Division, the examination fee cannot be repaid unless there is some legal impediment to commencement of examination. The EPC does not prohibit repayment but there is no provision in the Implementing Regulations or the Rules relating to Fees which allows it.",EN,,None,J,EP,0014,1985
J850014FP1,"[FR] Si une demande de brevet européen est retirée après qu'une division d'examen est devenue compétente pour en effectuer l'examen, conformément aux articles 16 et 18(1) de la CBE, mais avant que cette division ait effectivement commencé l'examen, la taxe d'examen ne peut être remboursée, à moins qu'il n'existe un obstacle juridique qui empêche de commencer l'examen. Ce remboursement n'est pas interdit par la CBE, mais aucune disposition du règlement d'exécution ou du règlement relatif aux taxes ne le prévoit.",FR,,None,J,EP,0014,1985
J850015DP1,"[DE] Streicht der Anmelder Ansprüche aus einer europäischen Patentanmeldung, ohne dabei anzugeben, dass die Einreichung einer Teilanmeldung hiervon nicht berührt wird, so ist die Prüfungsabteilung verpflichtet, der späteren Einreichung einer Teilanmeldung ihre Zustimmung zu versagen.",DE,,None,J,EP,0015,1985
J850015EP1,"[EN] If an applicant cancels claims included in a European patent application but fails to state at the same time that their deletion is without prejudice to the filing of a divisional application, the Examining Division will be obliged to refuse its consent to the subsequent filing of a divisional application.",EN,,None,J,EP,0015,1985
J850015EX1,"[EN] If an applicant cancels claims included in a European patent application but fails to state at the same time that their deletion is without prejudice to the filing of a divisional application, the Examining Division will be obliged to refuse its consent to the subsequent filing of a divisional application.",EN,,None,J,EP,0015,1985
J850015FP1,"[FR] Si le demandeur retire des revendications contenues dans une demande de brevet européen sans indiquer simultanément que cette suppression intervient sans préjudice du dépôt d'une demande divisionnaire, la Division d'examen est tenue de ne pas consentir au dépôt ultérieur d'une demande divisionnaire.",FR,,None,J,EP,0015,1985
J850018DP1,"[DE] 1. Die als ""Zehn-Tage-Regel"" bekannte Vorschrift des Artikels 8(3) GebO-EPÜ, wonach eine Zahlungsfrist als eingehalten gilt, wenn der Einzahler nachweist, dass er die Zahlung 10 Tage vor Ablauf der Frist veranlasst hat, gilt nicht im Hinblick auf die Stichtage, von denen ab auf die beim EPA eingehenden Zahlungen eine Gebührenerhöhung oder eine Änderung des Währungsgegenwerts in Kraft tritt. 2. Wird in den massgebenden Beschlüssen des Verwaltungsrats der Europäischen Patentorganisation als Stichtag der Zahlungseingang und nicht der Eintritt der Fälligkeit gewählt, oder wird bei der Wahl des Zahlungstages von einer Anwendung der ""Zehn-Tage-Regel"" abgesehen, so ist dies nach Artikel 164(2) EPÜ nicht zu beanstanden.",DE,,None,J,EP,0018,1985
J850018DX1,"[DE] 1. Die als ""Zehn-Tage-Regel"" bekannte Vorschrift des Artikels 8(3) GebO-EPÜ, wonach eine Zahlungsfrist als eingehalten gilt, wenn der Einzahler nachweist, dass er die Zahlung 10 Tage vor Ablauf der Frist veranlasst hat, gilt nicht im Hinblick auf die Stichtage, von denen ab auf die beim EPA eingehenden Zahlungen eine Gebührenerhöhung oder eine Änderung des Währungsgegenwerts in Kraft tritt. 2. Wird in den massgebenden Beschlüssen des Verwaltungsrats der Europäischen Patentorganisation als Stichtag der Zahlungseingang und nicht der Eintritt der Fälligkeit gewählt, oder wird bei der Wahl des Zahlungstages von einer Anwendung der ""Zehn-Tage-Regel"" abgesehen, so ist dies nach Artikel 164(2) EPÜ nicht zu beanstanden.",DE,,None,J,EP,0018,1985
J850018EP1,"[EN] 1. The provision of Article 8(3) RFees known as the ""ten-day-rule"", whereby a payment is deemed to have been made within the required period if the person making the payment can show that he arranged for payment ten days prior to expiry of the period concerned does not apply to key dates after which payments reaching the EPO are affected by an increase in fees or a change in their currency equivalents. 2. If the authoritative decisions of the Administrative Council of the European Patent Organisation designate the date on which the payment is received and not that on which payment falls due as the key date, or if in so designating the date for payment it does not leave scope for the ten-day rule to be applied, there can be no objection under Article 164(2) EPC.",EN,,None,J,EP,0018,1985
J850018FP1,"[FR] 1. L'article 8(3) du règlement relatif aux taxes de la CBE, connu sous le nom de ""règle des dix jours"", qui dispose qu'un délai de paiement est considéré comme respecté si l'auteur du paiement apporte la preuve qu'il a effectué le paiement dix jours avant l'expiration du délai, ne peut jouer lorsque le litige porte sur la date à compter de laquelle un relèvement des taxes ou une modification de leur contre-valeur devient applicable aux paiement effectués auprès de l'OEB. 2. Si le Conseil d'administration de l'Organisation européenne des brevets choisit pour date d'entrée en application des décisions qu'il prend en la matière la date à la laquelle le paiment est effectué - et non la date d'échéance - ou s'il est renoncé à l'application de la ""règle des dix jours"" pour la détermination de la date du paiement, il n'y a pas lieu pour autant de soulever d'objections au titre de l'article 164(2) CBE.",FR,,None,J,EP,0018,1985
J850020DP1,"[DE] 1. Bei Streitigkeiten zwischen dem Europäischen Patentamt und einem Verfahrensbeteiligten über Tatsachen, z.B. darüber ob ein Schriftstück an einem bestimmten Tag eingereicht worden ist, sollte die Beweisaufnahme unmittelbar nach Auftreten der Streitfrage durchgeführt werden. 2. Artikel 113(1) EPÜ ist besonders bei Streitigkeiten über Tatsachen von grösster Bedeutung, wenn die Gerechtigkeit in Verfahren zwischen dem Europäischen Patenamt und einem Verfahrensbeteiligten gewahrt bleiben soll. Eine Tatfrage darf vom Europäischen Patentamt erst dann zu Ungunsten eines Verfahrensbeteiligten entschieden werden, wenn alle Beweismittel, auf die sich die Entscheidung stützt, genannt und dem betreffenden Beteiligten mitgeteilt worden sind. 3. Obwohl in Artikel 17 EPÜ das Verfahren vor der Eingangsstelle nicht ausdrücklich genannt ist, ist diese befugt, Beweisaufnahmen durchzuführen.",DE,,None,J,EP,0020,1985
J850020EP1,"[EN] 1. In a case in which an issue of fact arises between the European Patent Office and a party to proceedings before it, for example as to whether or not a particular document was filed on a particular day, evidence relating to it should be taken as soon as the issue of fact arises. 2. Article 113(1) EPC is of fundamental importance for ensuring a fair procedure between the European Patent Office and a party to proceedings before it, especially when such an issue of fact arises. A decision against a party to proceedings upon such an issue of fact can only properly be made by the European Patent Office after all the evidence on which such decision is to be based has been identified and communicated to the party concerned. 3. Although Article 117 EPC does not refer specifically to proceedings before the Receiving Section, that Section has power to take evidence.",EN,,None,J,EP,0020,1985
J850020EX1,"[EN] 1. In a case in which an issue of fact arises between the European Patent Office and a party to proceedings before it, for example as to whether or not a particular document was filed on a particular day, evidence relating to it should be taken as soon as the issue of fact arises. 2. Article 113(1) EPC is of fundamental importance for ensuring a fair procedure between the European Patent Office and a party to proceedings before it, especially when such an issue of fact arises. A decision against a party to proceedings upon such an issue of fact can only properly be made by the European Patent Office after all the evidence on which such decision is to be based has been identified and communicated to the party concerned. 3. Although Article 117 EPC does not refer specifically to proceedings before the Receiving Section, that Section has power to take evidence.",EN,,None,J,EP,0020,1985
J850020FP1,"[FR] 1. Lorsqu'un question de fait oppose l'Office européen des brevets à une partie à la procédure devant l'OEB, par exemple lorsqu'il y a désaccord sur la question de savoir si un document donné a été déposé ou non à une date donnée, il convient de prendre des mesures d'instruction à ce sujet dès que cette question de fait est soulevée. 2. L'article 113(1) est d'une importance fondamentale pour assurer l'équité de la procédure entre l'Office européen des brevets et une partie à la procédure devant l'OEB, notamment lorsque'une telle question de fait est soulevée. L'Office européen des brevets ne peut en bonne justice rendre sur une telle question une décision défavorable à une partie à la procédure que lorsque les preuves sur lesquelles doit se fonder cette décision ont été recueillies et communiquées à la partie concernée. 3. Bien que l'article 117 CBE ne mentionne pas expressément la procédure devant la section de dépôt, cette dernière est habilitée à procéder à une instruction.",FR,,None,J,EP,0020,1985
